"produto","numero_nf","quantidade","total"
"WINDOWS 2016 VISAO GERAL",56230,"1.00","90.00"
"MOTO Z PLAY 3",118130,"2.00","2300.00"
"RIO DE JANEIRO / LONDRINA",112490,"5.00","2150.00"
"LAVADORA LG 10L",17560,"5.00","14000.00"
"PENDRIVE 64",193310,"1.00","80.00"
"SAO PAULO / SALVADOR",32860,"2.00","900.00"
"RIO DE JANEIRO / LONDRINA",125530,"2.00","860.00"
"IPAD 32",211300,"4.00","7600.00"
"SAO PAULO / MIAMI",215920,"3.00","6900.00"
"DRAGON BLAZER",48940,"4.00","360.00"
"SAMSUNG DUOS",93970,"2.00","2200.00"
"SAO PAULO / LONDRINA",81200,"1.00","310.00"
"DESKTOP A5 HP",56590,"2.00","2600.00"
"BATEDEIRA BRASTEMP",194500,"2.00","240.00"
"ROTEADOR 18 PORTAS",80980,"5.00","1500.00"
"PODEROSO CHEFE",22970,"1.00","98.00"
"A CULPA É DAS ESTRELAS",137800,"5.00","120.00"
"DESKTOP P5 HP",108080,"5.00","7000.00"
"MOCHILA NOTEBOOK 15.6 POL",82260,"3.00","327.00"
"RIO DE JANEIRO / RECIFE",89770,"2.00","1120.00"
"TSQL TUNING",208310,"5.00","450.00"
"JACKSON",5210,"3.00","102.00"
"SONY I5",179020,"5.00","9000.00"
"DESKTOP P5 PH",99670,"5.00","7000.00"
"IPOD NANO 32",159300,"2.00","900.00"
"CAMA CASAL",59150,"2.00","2000.00"
"JOGOS MALÉFICOS",165900,"3.00","114.00"
"MENTES CRIMINOSAS",132360,"3.00","630.00"
"SONY I5",196810,"3.00","5400.00"
"PENDRIVE 128 CROSSAIR",231990,"3.00","411.00"
"MEMORIA DDR 3 4GB",8410,"1.00","80.00"
"ADVANCED AZURE",146150,"4.00","280.00"
"SMART TV PHILIPS 46",222380,"4.00","12796.00"
"TV PLASMA PHILIPS 42",202820,"3.00","3600.00"
"TV 3D PHILIPS 42",146600,"5.00","19000.00"
"RIO DE JANEIRO / RECIFE",162740,"4.00","2240.00"
"LIQUIDIFICADOR WALLITA",26890,"1.00","90.00"
"NOTEBOOK SONY 3D",151750,"4.00","10000.00"
"LEITOR DE CARTOES MULTILASER",253320,"5.00","120.00"
"MEMORIA DDR 3 4GB",159060,"2.00","160.00"
"CAMA CASAL",128270,"3.00","3000.00"
"WARIO",102710,"2.00","290.00"
"JUST DANCE",225850,"5.00","495.00"
"MOTOROLA TV",88240,"2.00","1598.00"
"SAO PAULO / LIMA",63540,"4.00","7600.00"
"PLAYSTATION 4",225180,"4.00","7920.00"
"ADVANCED AZURE",94040,"4.00","280.00"
"SAO PAULO / CURITIBA",9640,"2.00","600.00"
"MEMORIA DDR 3 4GB",104170,"4.00","320.00"
"SONY W500",29990,"2.00","2400.00"
"HOME THEATER LG",160730,"2.00","460.00"
"SMART TV SAMSUNG 52",33260,"2.00","8600.00"
"MP4 32 GB SONY",155540,"1.00","240.00"
"TECLADO WIRELESS MULTILASER",136910,"3.00","360.00"
"RIO DE JANEIRO / CURITIBA",62190,"2.00","900.00"
"COMBO TECLADO E MOUSE",82390,"3.00","390.00"
"DEVILCRY",236080,"2.00","240.00"
"NOKIA ASHA 501",109950,"4.00","2400.00"
"MEMORIA DDR 3 32GB",242730,"1.00","350.00"
"TV LED 50 SONY",114370,"5.00","16000.00"
"CAMA CASAL",160790,"5.00","5000.00"
"TV LED 42 LG",186210,"5.00","10000.00"
"RACK TV MOGNO",25660,"1.00","1500.00"
"CENTRIFUGA ARNO",168270,"2.00","5600.00"
"SAO PAULO / LONDRINA",225740,"4.00","1240.00"
"NOTEBOOK MSFT TOUCH",72100,"3.00","10500.00"
"JUST DANCE",241010,"4.00","396.00"
"SAO PAULO / BUENOS AIRES",175300,"2.00","2180.00"
"HD 3T",63270,"3.00","2280.00"
"TV LED 42 CCE",57720,"2.00","3200.00"
"SMART TV PANASONIC 52",114750,"1.00","4200.00"
"BARCO DE PEDRA",158120,"2.00","74.00"
"CARTAO SD 128 GB SANDISK",57080,"3.00","468.00"
"MESA 4 LUGARES",170140,"2.00","2000.00"
"LEITOR DE CARTOES",75360,"5.00","170.00"
"RIO DE JANEIRO / MIAMI",61780,"3.00","5700.00"
"UM CASO PERDIDO",222120,"4.00","224.00"
"NOKIA QUARTY",231410,"4.00","1200.00"
"DIÁRIO ROMÂNTICO",43690,"3.00","528.00"
"DESKTOP P5 HP",190140,"1.00","1400.00"
"DIABO",67970,"4.00","396.00"
"SAO PAULO / GOIANIA",50910,"5.00","2000.00"
"PANIFICADORA BRITANIA",159830,"3.00","750.00"
"AS CRÔNICAS DE ANDROMEDA",163740,"3.00","207.00"
"JUICER WALLITA",253500,"3.00","1350.00"
"FREEZER 300L BRASTEMP",51290,"1.00","1800.00"
"RIO DE JANEIRO / LIMA",191700,"1.00","1900.00"
"PENDRIVE 256",12340,"4.00","960.00"
"CARREGADOR UNIVERSAL NOKIA",234220,"2.00","200.00"
"SAMSUNG DUOS",205410,"5.00","5500.00"
"TABLET 10 LENOVO",64550,"3.00","2400.00"
"TSQL TUNING",103330,"5.00","450.00"
"DRAGON BLAZER",163220,"4.00","360.00"
"CARTAO SD 64 GB SAMSUNG",51780,"3.00","234.00"
"PENDRIVE 128",137380,"4.00","584.00"
"SONY I7",67680,"1.00","2500.00"
"TV LED 42 CCE",93830,"1.00","1600.00"
"DESKTOP 17",29570,"4.00","9200.00"
"MEMORIA DDR 3 32GB",229180,"3.00","1050.00"
"HOME THEATER LG",220660,"5.00","1150.00"
"GELADEIRA BRASTEMP",12870,"4.00","12000.00"
"MESA DE CENTRO",52340,"4.00","2000.00"
"O PEQUENO",115130,"5.00","215.00"
"PHONE 5",67750,"4.00","10000.00"
"MOCHILA NOTEBOOK 14 POL",224140,"4.00","356.00"
"TECLADO WIRELESS",75050,"5.00","445.00"
"TV LED 60 SAMSUNG",235130,"2.00","7600.00"
"SAO PAULO / MIAMI",184730,"3.00","6900.00"
"PENDRIVE 16",106720,"3.00","90.00"
"A CULPA É DAS ESTRELAS",220510,"2.00","48.00"
"SOCCER 2018",28020,"2.00","290.00"
"NOTEBOOK MSFT 17",86160,"3.00","9300.00"
"HOMEM DE AÇO",40090,"1.00","45.00"
"DREAMC VGA",45770,"3.00","450.00"
"SAO PAULO / BUENOS AIRES",238120,"4.00","4360.00"
"CENTRIFUGA ARNO",223790,"2.00","5600.00"
"NOTEBOOK HP C-34",152490,"2.00","4600.00"
"SAO PAULO / BUENOS AIRES",70370,"2.00","2180.00"
"SAO PAULO / ROMA",76890,"3.00","8400.00"
"PLAYSTATION 4",25600,"2.00","3960.00"
"DIÁRIO ROMÂNTICO",18310,"3.00","528.00"
"SAMSUNG XY 4",174420,"2.00","2400.00"
"LIQUIDIFICADOR ARNO",223740,"1.00","87.00"
"GALAXY TAB 10",196950,"1.00","2300.00"
"XTG SOUND",211460,"3.00","960.00"
"DESKTOP P5 ML",123310,"1.00","1400.00"
"LAVA LOUCAS CCE",168770,"3.00","10800.00"
"LOAD RUNNER",48350,"3.00","435.00"
"NOTEBOOK HP ONE",54610,"2.00","3740.00"
"CAMA CASAL",111500,"4.00","4000.00"
"SAO PAULO / LIMA",193360,"4.00","7600.00"
"CARTAO SD 32 GB SANDISK",34210,"2.00","64.00"
"TABLET 10 LENOVO",163660,"1.00","800.00"
"ADVANCED AZURE",11330,"4.00","280.00"
"LAVADORA GANCA 10L",37630,"2.00","10800.00"
"LAVADORA GANCA 10L",44240,"2.00","10800.00"
"LAVA LOUCAS CCE",161650,"3.00","10800.00"
"IPAD 64",161580,"3.00","7500.00"
"SAMSUNG XY 4",47820,"5.00","6000.00"
"TV 3D PHILIPS 42",101810,"1.00","3800.00"
"NOTEBOOK HP ONE",161630,"3.00","5610.00"
"DESKTOP P5 PH",155660,"4.00","5600.00"
"WINDOWS 2016 VISAO GERAL",55240,"1.00","90.00"
"CADEIRA DE FERRO",114200,"1.00","300.00"
"SAO PAULO / MADRID",115300,"2.00","5400.00"
"SAMSUNG XY 3",97410,"5.00","4000.00"
"DINOSSAUROS",68040,"3.00","120.00"
"RIO DE JANEIRO / CAMPINAS",117150,"3.00","750.00"
"DREAMC QUARTY",163190,"4.00","720.00"
"CARTAO SD 32 GB SANDISK",117830,"5.00","160.00"
"MEMORIA DDR 3 32GB",145760,"3.00","1050.00"
"HD 1T SAMSUNG",191460,"3.00","780.00"
"HD 2T",149350,"2.00","1300.00"
"TV 3D PHILIPS 42",45460,"3.00","11400.00"
"FANTASY STAR",184210,"5.00","445.00"
"TABLET 10 LENOVO",111660,"3.00","2400.00"
"GELADEIRA BRASTEMP",99300,"3.00","9000.00"
"MOCHILA NOTEBOOK 15.6 POL",232780,"2.00","218.00"
"NOKIA ASHA 501",20120,"4.00","2400.00"
"WINDOWS 2016 VISAO GERAL",18720,"3.00","270.00"
"MICROONDAS BRASTEMP",49460,"3.00","1800.00"
"HUB SWITCH 6 PORTAS",43750,"4.00","316.00"
"HD 1T SAMSUNG",69280,"2.00","520.00"
"GRAVITACIONAL",127970,"4.00","312.00"
"SMART TV PANASONIC 32",53120,"5.00","5495.00"
"SAO PAULO / SALVADOR",102710,"5.00","2250.00"
"SAO PAULO / MADRID",63530,"4.00","10800.00"
"SAO PAULO / MADRID",53910,"1.00","2700.00"
"CARTAO SD 32 GB SANDISK",98050,"2.00","64.00"
"GLADIADORES",147150,"1.00","145.00"
"HD 2T SAMSUNG",202330,"2.00","1100.00"
"CARTAO SD 128 GB SANDISK",225570,"4.00","624.00"
"FABULA",217890,"3.00","360.00"
"PHONE 5",64370,"3.00","7500.00"
"TV LED 50 SAMSUNG",213270,"4.00","13200.00"
"PENDRIVE 16",228650,"2.00","60.00"
"MEMORIA DDR 3 32GB",46220,"4.00","1400.00"
"GALAXY TAB 10",57090,"2.00","4600.00"
"LAVA LOUCAS CCE",92140,"3.00","10800.00"
"O PEQUENO",30720,"1.00","43.00"
"CARTOON MOVIE",190250,"3.00","297.00"
"TV LED 32 SONY",21540,"3.00","3000.00"
"RIO DE JANEIRO / NEW YORK",101460,"3.00","7800.00"
"LEITOR DE CARTOES",42750,"2.00","68.00"
"RIO DE JANEIRO / PARIS",31230,"3.00","6900.00"
"SQL SERVER 2016",203300,"4.00","120.00"
"O IMORTAL",119770,"2.00","74.00"
"TV LED 60 SONY",193130,"1.00","3900.00"
"HOME THEATER PANASONIC",11230,"2.00","490.00"
"FREEZER 300L BRASTEMP",75660,"4.00","7200.00"
"C# PRATICO",108030,"2.00","120.00"
"DREAMC QUARTY",166990,"2.00","360.00"
"HOME THEATER PANASONIC",48650,"3.00","735.00"
"RIO DE JANEIRO / NEW YORK",182980,"5.00","13000.00"
"SAMSUNG E1203",81490,"1.00","560.00"
"JUICER ARNO",203380,"2.00","900.00"
"BARCO DE PEDRA",96900,"3.00","111.00"
"PANIFICADORA BRITANIA",72460,"3.00","750.00"
"REVIVALS",41370,"4.00","580.00"
"LG OPTIMUS",11720,"4.00","3560.00"
"O PEQUENO",82320,"4.00","172.00"
"PENDRIVE 64 ML",80780,"3.00","255.00"
"LAVA LOUCAS CCE",220380,"4.00","14400.00"
"TV LED 42 LG",237200,"3.00","6000.00"
"O PATRÃO",133090,"2.00","156.00"
"NOTEBOOK LN 17",214950,"1.00","2100.00"
"DIABO",102690,"3.00","297.00"
"SMART TV PANASONIC 42",214630,"4.00","8800.00"
"MOTO G5",219380,"4.00","2716.00"
"TV PLASMA PHILIPS 42",175260,"3.00","3600.00"
"RAIDER",189940,"2.00","240.00"
"TECLADO WIRELESS",119380,"4.00","356.00"
"RIO DE JANEIRO / RECIFE",82470,"2.00","1120.00"
"TECLADO WIRELESS MULTILASER",117140,"4.00","480.00"
"NOTEBOOK LN 15",35400,"5.00","7500.00"
"GRILL GEROGE FOREMAN",63570,"3.00","750.00"
"HD 1T",227390,"3.00","870.00"
"O IMORTAL",25330,"2.00","74.00"
"MEMORIA DDR 3 4GB",58350,"2.00","160.00"
"DRAGON BLAZER",52190,"4.00","360.00"
"RIO DE JANEIRO / MADRID",176440,"1.00","1800.00"
"PENDRIVE 256",72560,"4.00","960.00"
"SMART TV PANASONIC 32",245840,"4.00","4396.00"
"XTG E1",231030,"1.00","300.00"
"SAMSUNG DUOS",57290,"2.00","2200.00"
"SAO PAULO / MIAMI",125090,"5.00","11500.00"
"NOTEBOOK MSFT 17",157340,"3.00","9300.00"
"DIABO",44840,"2.00","198.00"
"CRONICAS ANTIGAS",220630,"4.00","756.00"
"TV LED 32 LG",125350,"2.00","2200.00"
"PENDRIVE 128 CROSSAIR",99260,"2.00","274.00"
"TV LED 32 SAMSUNG",131360,"1.00","1210.00"
"SMART TV PANASONIC 46",246800,"2.00","6198.00"
"C# PRATICO",42280,"4.00","240.00"
"NOTEBOOK SONY JK",189300,"3.00","8400.00"
"DREAMC VGA",112440,"5.00","750.00"
"CARTAO SD 32 GB SANDISK",117480,"4.00","128.00"
"LEITOR DE CARTOES MULTILASER",36640,"4.00","96.00"
"A CULPA É DAS ESTRELAS",38760,"3.00","72.00"
"ADAPTADOR WIRELESS",15370,"2.00","178.00"
"HOMEM DE AÇO",137610,"5.00","225.00"
"NOTEBOOK LN 17",141300,"3.00","6300.00"
"RIO DE JANEIRO / RECIFE",157190,"2.00","1120.00"
"DESKTOP A5 HP",75720,"3.00","3900.00"
"PHONE 4",241740,"3.00","5700.00"
"DESKTOP A5 PH",90030,"2.00","2600.00"
"TV LED 42 CCE",14620,"1.00","1600.00"
"PHONE 4",108330,"3.00","5700.00"
"COMBO TECLADO E MOUSE",178640,"5.00","1550.00"
"SMART TV PANASONIC 32",79070,"3.00","3297.00"
"LEITOR DE CARTOES",129830,"2.00","68.00"
"XTG RAD D1",217450,"5.00","4000.00"
"PENDRIVE 256",86130,"5.00","1200.00"
"JOGOS VORAZES",149370,"5.00","225.00"
"PC DUAL CORE",30240,"3.00","4050.00"
"TECLADO WIRELESS MULTILASER",63840,"1.00","120.00"
"RAIDER",153710,"5.00","600.00"
"SMART TV PANASONIC 46",119060,"4.00","12396.00"
"THIEF",230830,"3.00","420.00"
"MOCHILA NOTEBOOK 17 POL",197760,"2.00","278.00"
"VINGANÇA",56290,"5.00","225.00"
"MEMORIA DDR 3 32GB",234360,"1.00","350.00"
"GELADEIRA BRASTEMP",206580,"5.00","15000.00"
"MESA 4 LUGARES",176990,"3.00","3000.00"
"XTG E1",199320,"4.00","1200.00"
"HOME THEATER LG",64110,"4.00","920.00"
"SAO PAULO / GOIANIA",16650,"4.00","1600.00"
"A VIDA SECRETA",227540,"3.00","111.00"
"PENDRIVE 128",22570,"4.00","584.00"
"LEITOR DE CARTOES",128020,"4.00","136.00"
"CARTAO SD 128 GB SANDISK",222120,"5.00","780.00"
"ROTEADOR WIRELESS",60930,"2.00","180.00"
"MAFIA",63720,"4.00","480.00"
"TV 3D SONY 42",197620,"3.00","9300.00"
"XTG SOUND",67250,"5.00","1600.00"
"ADAPTADOR WIRELESS",45640,"3.00","267.00"
"CARREGADOR TURBO CELULAR",172590,"3.00","297.00"
"LEITOR DE CARTOES MULTILASER",101280,"3.00","72.00"
"SAMSUNG DUOS",195570,"3.00","3300.00"
"CARTOON MOVIE",13870,"5.00","495.00"
"TSQL TUNING",94550,"2.00","180.00"
"GLADIADORES",208770,"1.00","145.00"
"MOUSE OPTICO",173310,"5.00","295.00"
"CARREGADOR TURBO CELULAR",206390,"2.00","198.00"
"RIO DE JANEIRO / PARIS",169980,"2.00","4600.00"
"O SUPER-HERÓI",156000,"4.00","180.00"
"JOGOS VORAZES",254950,"4.00","180.00"
"FAMILIA PARATTO",213400,"3.00","402.00"
"TV LED 32 SONY",9310,"2.00","2000.00"
"PENDRIVE 64",120280,"3.00","240.00"
"RIO DE JANEIRO / CURITIBA",236060,"1.00","450.00"
"DIÁRIO ROMÂNTICO",49480,"4.00","704.00"
"RIO DE JANEIRO / RECIFE",123690,"4.00","2240.00"
"PENDRIVE 128",213170,"2.00","292.00"
"PHONE 5",1330,"3.00","7500.00"
"CARTAO SD 32 GB SANDISK",140490,"5.00","160.00"
"ROTEADOR WIRELESS",170780,"5.00","450.00"
"MEMORIA DDR 3 32GB",130610,"3.00","1050.00"
"RIO DE JANEIRO / MADRID",236440,"4.00","7200.00"
"MESA JANTAR 6 LUGARES",250820,"4.00","10000.00"
"MP4 32 GB SONY",24310,"1.00","240.00"
"CAMA CASAL",154830,"4.00","4000.00"
"MOTOROLA TV",122140,"3.00","2397.00"
"TV 3D SONY 42",4720,"3.00","9300.00"
"CAVALEIROS DE PRATA",254400,"1.00","145.00"
"TV LED 55 LG",233620,"2.00","7800.00"
"PODEROSO CHEFE",159590,"4.00","392.00"
"GALAXY TAB 10",207420,"5.00","11500.00"
"LAVA LOUCAS BRASTEMP",43420,"2.00","7000.00"
"TV 3D PHILIPS 42",111160,"2.00","7600.00"
"MOTO G5",109230,"2.00","1358.00"
"RIO DE JANEIRO / LIMA",11380,"5.00","9500.00"
"DESKTOP P5 HP",173480,"1.00","1400.00"
"SAMSUNG DUOS",220910,"4.00","4400.00"
"ADAPTADOR WIRELESS",243490,"2.00","178.00"
"TV LED 42 LG",48110,"5.00","10000.00"
"DREAMC VGA",221020,"1.00","150.00"
"CASTELVANIA",200460,"4.00","480.00"
"BARCO DE PEDRA",190750,"5.00","185.00"
"FAMILIA PARATTO",90660,"5.00","670.00"
"HD 2T",199120,"1.00","650.00"
"CAMA SOLTEIRO",90240,"2.00","1200.00"
"RIO DE JANEIRO / MADRID",15620,"4.00","7200.00"
"O SENHOR DO CRIME",186010,"5.00","995.00"
"IPOD NANO 32",54200,"5.00","2250.00"
"RIO DE JANEIRO / RECIFE",24700,"4.00","2240.00"
"NOKIA ASHA 501",246310,"2.00","1200.00"
"O SENHOR DO CRIME",31080,"3.00","597.00"
"RIO DE JANEIRO / PARIS",47610,"5.00","11500.00"
"CARTAO SD 64 GB SAMSUNG",252710,"4.00","312.00"
"GALAXY NOTE",58980,"4.00","11600.00"
"MIXER WALLITA",126820,"3.00","480.00"
"NOTEBOOK HP ONE",81860,"4.00","7480.00"
"JUICER ARNO",111420,"4.00","1800.00"
"CARTAO SD 128 GB SANDISK",188490,"5.00","780.00"
"IPOD NANO 16",212390,"2.00","600.00"
"DESKTOP I5",145360,"2.00","4200.00"
"RIO DE JANEIRO / MIAMI",251330,"5.00","9500.00"
"RIO DE JANEIRO / LONDRINA",111980,"1.00","430.00"
"CAVALEIRO DOS 7 REINOS",89560,"4.00","120.00"
"NOTEBOOK LN 17",2690,"3.00","6300.00"
"LAVA LOUCAS BRASTEMP",185910,"4.00","14000.00"
"XTG RAD D1",161320,"3.00","2400.00"
"COMBO TECLADO E MOUSE",147170,"2.00","260.00"
"CAMA SOLTEIRO",143450,"4.00","2400.00"
"A CULPA É DAS ESTRELAS",129640,"2.00","48.00"
"SONY W100",217190,"2.00","1960.00"
"PENDRIVE 256",36500,"4.00","960.00"
"IPAD 64",219950,"2.00","5000.00"
"NOTEBOOK ACER 17",205800,"4.00","8400.00"
"NOTEBOOK HP INOVE",28020,"3.00","9900.00"
"NOTEBOOK SONY 3D",58060,"4.00","10000.00"
"A CASA",152100,"3.00","897.00"
"CAVALEIROS DE PRATA",169420,"5.00","725.00"
"SAMSUNG DUOS",123880,"3.00","3300.00"
"PENDRIVE 128",127830,"2.00","292.00"
"COMBO TECLADO E MOUSE",234990,"2.00","260.00"
"HD 2T SAMSUNG",32200,"2.00","1100.00"
"A CULPA É DAS ESTRELAS",136360,"3.00","72.00"
"TECLADO WIRELESS MULTILASER",110660,"3.00","360.00"
"TV LED 50 SAMSUNG",60260,"3.00","9900.00"
"PODEROSO CHEFE",160650,"4.00","392.00"
"CAMA CASAL",111710,"4.00","4000.00"
"GALAXY TAB 10",13320,"4.00","9200.00"
"MP4 32 GB SONY",99810,"4.00","960.00"
"SAMSUNG E1203",108110,"5.00","2800.00"
"RIO DE JANEIRO / CURITIBA",242610,"2.00","900.00"
"DIÁRIO ROMÂNTICO",42320,"3.00","528.00"
"THIEF",168140,"1.00","140.00"
"PLAYSTATION 3",141360,"3.00","2940.00"
"THIEF",120540,"2.00","280.00"
"DESKTOP P5 HP",69640,"4.00","5600.00"
"RIO DE JANEIRO / CURITIBA",249440,"2.00","900.00"
"NOTEBOOK MSFT TOUCH",6440,"2.00","7000.00"
"REVELADOS",2160,"5.00","240.00"
"SMART TV PANASONIC 52",48400,"3.00","12600.00"
"TV LED 55 LG",234800,"3.00","11700.00"
"TSQL TUNING",165260,"3.00","270.00"
"NOTEBOOK LN 15",52530,"5.00","7500.00"
"DESKTOP A5 ML",119910,"4.00","5200.00"
"UM CASO PERDIDO",16790,"1.00","56.00"
"PENDRIVE 128",147700,"3.00","438.00"
"DESKTOP A5 HP",169660,"3.00","3900.00"
"MEMORIA DDR 3 4GB",142980,"4.00","320.00"
"CARTAO SD 128 GB SANDISK",18510,"4.00","624.00"
"A VIDA SECRETA",16640,"2.00","74.00"
"MEMORIA DDR 3 4GB",95140,"4.00","320.00"
"MOUSE OPTICO",11910,"2.00","178.00"
"PENDRIVE 64",163520,"2.00","160.00"
"MP4 32 GB SONY",52210,"3.00","720.00"
"CARTAO SD 32 GB SANDISK",119510,"1.00","32.00"
"SOUTH PLACE",29770,"2.00","196.00"
"MOCHILA NOTEBOOK 17 POL",130750,"1.00","139.00"
"MIXER WALLITA",250070,"3.00","480.00"
"JACKSON",239230,"3.00","102.00"
"ROTEADOR WIRELESS",33460,"2.00","180.00"
"DESKTOP P5 HP",20380,"4.00","5600.00"
"C# PRATICO",94870,"3.00","180.00"
"SAO PAULO / BUENOS AIRES",126500,"2.00","2180.00"
"HD 1T",118810,"5.00","1450.00"
"PENDRIVE 16",75520,"4.00","120.00"
"LIQUIDIFICADOR ARNO",175750,"4.00","348.00"
"MESA DE CENTRO",110940,"2.00","1000.00"
"JOGOS MALÉFICOS",222380,"2.00","76.00"
"TABLET 10 LENOVO",190890,"4.00","3200.00"
"PANIFICADORA BRITANIA",140750,"2.00","500.00"
"TSQL TUNING",138820,"5.00","450.00"
"SONY W100",50190,"4.00","3920.00"
"DESKTOP I3",121740,"5.00","9000.00"
"LAVADORA GANCA 10L",131240,"2.00","10800.00"
"IPAD MINI 16",69850,"5.00","6000.00"
"MENTES CRIMINOSAS",24570,"4.00","840.00"
"GALAXY TAB 10",161690,"4.00","9200.00"
"DESKTOP 17",43060,"1.00","2300.00"
"WARIO",253110,"5.00","725.00"
"O IMORTAL",148820,"4.00","148.00"
"CARREGADOR UNIVERSAL NOKIA",204480,"4.00","400.00"
"JOGOS VORAZES",215860,"4.00","180.00"
"LAVADORA GANCA 10L",120160,"5.00","27000.00"
"GALAXY TAB 10",186730,"2.00","4600.00"
"WARIO",218620,"2.00","290.00"
"CAMA SOLTEIRO",19550,"4.00","2400.00"
"A VIDA SECRETA",156720,"5.00","185.00"
"JOGOS VORAZES",4350,"4.00","180.00"
"MOCHILA NOTEBOOK 15.6 POL",151720,"4.00","436.00"
"FUTEBOL 2018",222910,"2.00","290.00"
"CRONICAS ANTIGAS",24860,"3.00","567.00"
"RAIDER",161960,"5.00","600.00"
"RIO DE JANEIRO / NEW YORK",85280,"1.00","2600.00"
"PENDRIVE 64",239870,"3.00","240.00"
"HD 1T SAMSUNG",60890,"3.00","780.00"
"PODEROSO CHEFE",155300,"2.00","196.00"
"O PATRÃO",12280,"2.00","156.00"
"PC DUAL CORE",90910,"2.00","2700.00"
"NOTEBOOK MSFT TOUCH",154880,"4.00","14000.00"
"DRAGON BLAZER",191450,"4.00","360.00"
"TV 3D PHILIPS 42",82100,"2.00","7600.00"
"SONY I5",87670,"1.00","1800.00"
"LIQUIDIFICADOR WALLITA",190560,"3.00","270.00"
"SAMSUNG XY 4",106370,"3.00","3600.00"
"SMART TV PANASONIC 42",8370,"4.00","8800.00"
"RIO DE JANEIRO / NEW YORK",153200,"1.00","2600.00"
"MOTO Z PLAY 3",105410,"5.00","5750.00"
"CARTOON MOVIE",91680,"3.00","297.00"
"GALAXY NOTE",141670,"2.00","5800.00"
"CARTOON MOVIE",40960,"2.00","198.00"
"THIEF",43160,"3.00","420.00"
"CAVALEIRO DAS TREVAS",209890,"4.00","440.00"
"DREAMC QUARTY",206840,"3.00","540.00"
"MIXER BRITANIA",40670,"2.00","180.00"
"SOCCER 2018",165580,"3.00","435.00"
"MEMORIA DDR 3 32GB",84970,"3.00","1050.00"
"FAMILIA PARATTO",155540,"3.00","402.00"
"REVIVALS",46670,"3.00","435.00"
"RAIDER",76930,"3.00","360.00"
"SAMSUNG E1203",78840,"2.00","1120.00"
"PHONE 4",114770,"4.00","7600.00"
"O PATRÃO",171790,"5.00","390.00"
"NOTEBOOK SONY 3D",187440,"4.00","10000.00"
"MOTO G6",215410,"2.00","1720.00"
"LOAD RUNNER",6440,"4.00","580.00"
"NOTEBOOK ACER 17",13080,"4.00","8400.00"
"REVIVALS",105230,"4.00","580.00"
"JOGOS MALÉFICOS",86900,"4.00","152.00"
"CAMA CASAL",234260,"4.00","4000.00"
"A VIDA SECRETA",164290,"2.00","74.00"
"TV LED 50 LG",61640,"2.00","6200.00"
"FABULA",209610,"4.00","480.00"
"CARTAO SD 128 GB SANDISK",181110,"4.00","624.00"
"PLAYSTATION 3",164320,"3.00","2940.00"
"FANTASY STAR",202880,"4.00","356.00"
"DIABO",132500,"4.00","396.00"
"LAVADORA LG 10L",165490,"5.00","14000.00"
"SMART TV PANASONIC 42",76610,"2.00","4400.00"
"WARIO",51130,"2.00","290.00"
"DESKTOP I3",148310,"5.00","9000.00"
"JUICER CCE",36800,"5.00","2150.00"
"GLADIADORES",227550,"2.00","290.00"
"TABLET 10 LENOVO",178070,"4.00","3200.00"
"DESKTOP P5 PH",45010,"1.00","1400.00"
"SAMSUNG XY 4",189600,"3.00","3600.00"
"TV LED 42 SAMSUNG",39630,"4.00","8800.00"
"NOTEBOOK SONY 3D",186530,"1.00","2500.00"
"ROTEADOR WIRELESS",165400,"4.00","360.00"
"TECLADO WIRELESS",185380,"2.00","178.00"
"HD 1T",120510,"2.00","580.00"
"WINDOWS 2016 VISAO GERAL",3510,"1.00","90.00"
"ROTEADOR WIRELESS",178740,"2.00","180.00"
"TV LED 32 SONY",203130,"4.00","4000.00"
"WARIO",89900,"1.00","145.00"
"NOTEBOOK LN 17",117880,"5.00","10500.00"
"LG C397",16440,"3.00","1500.00"
"JOGOS MALÉFICOS",89280,"4.00","152.00"
"CARTOON MOVIE",37680,"4.00","396.00"
"NOTEBOOK ACER 17",96420,"4.00","8400.00"
"CARTAO SD 32 GB SANDISK",178030,"4.00","128.00"
"HD 1T SAMSUNG",223620,"5.00","1300.00"
"DIABO",188600,"4.00","396.00"
"WINDOWS 2016 VISAO GERAL",113790,"5.00","450.00"
"TV LED 32 SAMSUNG",73180,"2.00","2420.00"
"HD 2T SAMSUNG",97010,"3.00","1650.00"
"TECLADO WIRELESS MULTILASER",167530,"4.00","480.00"
"TV PLASMA PHILIPS 42",75950,"3.00","3600.00"
"TV LED 60 SONY",231800,"2.00","7800.00"
"SMART TV PHILIPS 46",48260,"2.00","6398.00"
"ESCOLINHA DO JUCA",8800,"3.00","168.00"
"SAMSUNG XY 4",52270,"2.00","2400.00"
"HD 2T",74790,"3.00","1950.00"
"NOTEBOOK LN 17",159760,"3.00","6300.00"
"CASOAS ANTIGOS",208300,"4.00","148.00"
"CARTOON MOVIE",30560,"4.00","396.00"
"TV LED 55 LG",25210,"3.00","11700.00"
"HD 1T",112440,"1.00","290.00"
"SOUTH PLACE",33350,"2.00","196.00"
"DESKTOP A5 PH",218390,"2.00","2600.00"
"MEMORIA DDR 3 8GB",66600,"4.00","360.00"
"PHONE 4",80880,"5.00","9500.00"
