"nome","razao_social"
"ANDERSON LIMA QUEIROZ","CONSULTORIO ODONTOLOGICO EMANUELLA SIEBRA LTDA"
"MARIA EDILANE DE SOUSA DOMINGOS","SUPREME MEDICAL DISTRIBUIDORA DE MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA"
"VINICIO DE ALMEIDA CAVALCANTE","CORDEIRO HOLDING MENDES FILHO"
"FRANKLIN RAFAEL DA SILVA MENDONÇA","SYSMEDICA COMERCIO DE MATERIAIS HOSPITALARES LTDA"
"DANIEL DE SOUSA GUEDES","SILVIA LOPES PEDROSA 17024340363"
"MARIA DE FATIMA FERREIRA DA SILVA","SOTERO REPRESENTACOES E E COMMERCE LTDA"
"CRISTIANO SILVA RIBEIRO","SUN CHEMICAL DO BRASIL LTDA"
"REGIANE BRITO DIAS","SUPERMERCADO IDALIA"
"SUSANE PEREIRA ROLIM GARCIA","TERREIRO CABOCLO QUEBRA BARREIRA E CABOCLA JUREMA"
"ANA CECILIA FIGUEIREDO LEITE","TRIF ASSESSORIA, CONSULTORIA E COMERCIO EIRELI"
"VITOR HUGO PONTES BUTRAGO","USIFRESA IND.COM. MAQ. EQUIP. LTDA EPP"
"SOLANGE PEREIRA LIRA","VG CONSULTORIA EM ELETRICA E AUTOMACAO LTDA."
"MILENA QUARIGUASI DE VASCONCELOS FREIRE","WELLINGTHON ERIVALDO DIOGENES SANTOS"
"JOICE BRAGA DOS SANTOS","3T CONSTRUCOES E SERVICOS LTDA"
"ALEX WILLAMY MACAMBIRA GATINHO","FLAVIANA FARIAS MARQUES TIMBO"
"CRISTIANO GARCIA COSTA","A M ALIMENTOS EIRELI ME"
"CLAUDIO SERGIO SOMBRA FILHO","ADVANCE - COMERCIO,IMPORTACAO E EXPORTACAO LTDA"
"ANTONIA RODRIGUES MAGALHAES","AGV LOGISTICA SA"
"VALERIA SILVA DE SOUSA","ALENCASSIA  DA  COSTA  FARIAS"
"SUANE SILVA ALVES DOS SANTOS","AMM TECNOLOGIA E SERVIÇO DE INFORMÁTICA SA"
"MARIA GLEICIANE PINTO LIMA","ARB COMERCIO DO VESTUARIO LTDA"
"JÚLIA PEREIRA HENRIQUE DE ALMEIDA","AUTARQUIA MUNICIPAL DE TRANSITO DE JAGUARUANA - AMTJ"
"ALEF DA SILVA FREITAS","AVINE COMERCIAL E AVICOLA DO NORDESTE LTDA"
"JOHAN SABASTIAN GOMEZ PEREZ","BANCO GUANABARA S/A"
"MARIA LUCIA FONTENELE BESSA NOGUEIRA","BRASLIMP  TRANSPORTES ESPECIALIZADOS"
"RAQUEL SOARES RODRIGUES","INFINITY SOLUTIONS SERVICOS DE INFORMATICA LTDA"
"JOSIAS RODRIGUES DE ABREU","CEAMAR COMERCIO ATACADISTA DE SALMAO LTDA"
"EDVAR BATISTA DO NASCIMENTO","CENTRO DE FORMACAO DE  CONDUTORES MAE RAINHA LTDA   ME"
"RAQUEL EDUARDO DA SILVA","CENTRO DE FORMACAO DE CONDUTORES CACULA LTDA"
"MARCELA MAIA DE ALMEIDA","CENTRO DE FORMACAO DE CONDUTORES CLASSE AB JEAN LTDA"
"JOÃO PAULO JÚNIOR","CENTRO DE FORMACAO DE CONDUTORES EDUCAR LTDA ME"
"SEICHA MOREIRA VENCESLAU","CERAMICA CONFIANCA LTDA"
"ARLEY DE CASTRO SOUSA","CLISIA MARIA TARGINO FELIX LTDA"
"ANA VIVIAN AQUINO ALMEIDA MELO","COOTACHE - COOPERATIVA DE TRANSPORTE ALTERNATIVO COMPLEMENTAR DE HORIZONTE"
"VICTORIA MOTA PRUDENCIO","COSTA CASTRO CONSULTORIA & ASSESSORIA LTDA"
"DANIELY DA SILVA MARTINS","COTRALP-COOPERATIVA DE TRANSPORTE COMPLEMENTAR INTERMUNICIPAL DE PASSAGEIROS DE PACAJUS LTDA"
"GLEIDSON DA SILVA LIMA","DAGUERRA COMERCIO DE UNIFORMES LTDA ME"
"ANA CELIA FERREIRA DE SOUSA","DFE SEGURANÇA ESPECIALIZADA EIRELI - EPP"
"MARIZETE FERNANDES PEREIRA","EASY FOOD INDUSTRIA E COMERCIO DE ALIMENTOS LTDA"
"FRANCISCA LEIDIANE NERI FERREIRA","ELISSANDRA DA CRUZ MUNIZ ME"
"JOSE ALDAIR DE FREITAS","ERINALDA SOARES DA SILVA ME"
"EDUARDO CARLOS PEREIRA DA SILVA PROTO","EXPEDITORS INTERNATIONAL DO BRASIL LTDA"
"FELIPE ROGER ALBUQUERQUE DA SILVA","F DE A COELHO CAMPELO JUNIOR ME"
"MARCELO BRAGA MACIEL","FARMACIA SEIVA LTDA ME"
"TÚLIO CÍCERO FERREIRA DE ALENCAR RIBEIRO","FARMAUSA PHARMACEUTICAL LTDA."
"ADILTON SILVA OLIVEIRA","FUNDACAO JOAO PAULO II"
"MARX MARTINS GOMES","MUNICIPIO DE SERRINHA"
"FRANCISCO DE ASSIS MEIRELES CAVALCANTE","SUPERINTENDENCIA MUNICIPAL DE TRANSPORTES E TRANSITO"
"EDIVALDO QUINTO SOBRINHO","A AMARO F DA SILVA"
"LEILA MARQUES DA SILVA","A E BENEVINUTO LIMA LTDA"
"FRANCISCO CARVALHO DE CASTRO","L.F FELIX DESCARTAVEIS - ME"
"MARCOS VINICIUS ROCHA ALMEIDA","IGL AMERICA LATINA PRODUTOS DE TRANSPLANTES E MED"
"MARIA CLARA DA COSTA FERNANDES","ILZA CAVALCANTE SERVIÇOS ODONTOLOGICOS LYDA"
"JOÃO GUILHERME GOMES DE ALENCAR","A I DA COSTA FURTADO ME"
"ADENIA FREIRE DO NASCIMENTO","ABVM - ANTONIO BRAZ & VANYA MAIA ADVOGADOS ASSOCIADOS"
"ITALVAN ITALO BEZERRA REINALDO","INSTITUTO GASPAR BANDEIRA LTDA"
"FRANCISCA MANUELA MONTENEGRO RODRIGUES","AGENCIA MUNICIPAL DE SEGURANCA,TRANSPORTE E TRANSITO DE ARAGUAINA - ASTT"
"WANDERLEY FERREIRA DA CRUZ","ISABELLA BARRETO CASTRO 01851207333"
"MARIVANDA JESUS DE LIMA","ITAMAR A DE PAIVA COMERCIO E DISTRIBUIÇÃO"
"ADRIANO DE SOUSA SILVA","JOELMA RUBIO VARIEDADES LTDA - ME"
"ANA KAROLINE DA SILVA DE ARAUJO","KALZONE INDUSTRIA E COMERCIO LTDA"
"FRANCISCA JESSICA OLIVEIRA MOTA","KDM ARTIGOS DE VESTUARIO LTDA"
"ANA BEATRIZ RIBEIRO OLIVEIRA","KEYENCE BRASIL COMERCIO DE PRODUTOS ELETRONICOS LTDA"
"ADRIANA FURTADO DOS SANTOS","LEONARDA DE S VALE NETA"
"HARBÉLIA SANCHO TEIXEIRA","LEONARDO COMERCIO ATACADISTA DE MERCADORIAS LTDA"
"FRANCISCA CLARA EVANGELISTA FERNANDES","LIVELONG PET NUTRITION COMERCIO DE RACAO ANIMAL DO BRASIL LTDA - EPP"
"ANA KELLY DUARTE JORGE","ARY BRASIL PARTICIPACOES LTDA"
"DEBORA VANESSA PEREIRA ALFERES","AZTECA L2 COMERCIO VAREJISTA DE CALCADOS LTDA"
"THAIS HAGTA DE SOUSA MOREIRA","B ROCHA NEGREIROS COMERCIO DE EMBALAGENS"
"KARLA RAYNIA NUNES DA SILVA","BIO IMPLANTS COMERCIO DE MATERIAIS MEDICOS CIRURGICOS EIREL"
"VIRGINIA GURGEL MATOS","M. G. ALVES DA SILVA - ME"
"FRANCISCO EVARISTO FILHO PEREIRA","BOM VIZINHO DISTRIBUIDORA DE ALIMENTOS LTDA"
"WILSON DE PAULA SILVA","BOSQUE DE HIBISCUS COSMETICOS NATURAIS LTDA."
"FRANCISCA BRUNA MESQUITA PINTO","MARIA AUCILANE DANIEL ALMEIDA CALÇADOS ME"
"FRANCISCA NATÁLIA LEITE LOPES","CHRIATIVA COMERCIO DE MOVEIS LTDA"
"JOHNATHA KALAZANS CORREIRA DE MENEZES","CLINICA VASCULAR E MEDICINA INTERNA S/S LTDA"
"PAULO HENRIQUE DA SILVA FERREIRA","CONCEPT STORE COMERCIO E SERVICOS DE CELULAR LTDA"
"OSMAR LIMA PROBO JUNIOR","DARLAN SALES BEZERRA EIRELI - ME"
"WBERLANIO SILVA DE OLIVEIRA","MAURO SERGIO VIANA"
"ANA LUIZA BATISTA SALGUEIRO","MAX REDE DISTRIBUIDORA DE ALIMENTOS LTDA"
"CICERA RARIELY HELIODORO DA SILVA","MC SAMPAIO COMERCIAL DE CHOCOLATES LTDA EPP"
"ANERSON CRUZ DA SILVA","MICRO CERVEJARIA ARTESANAL ALL GRAIN LTDA ME"
"MARIA ELINEUDA FIDELIS DA SILVA","RENATA ANICASSIA DE BRITO"
"WINSTON FERNANDES LEITE","MPCETRAN CENTRO DE EXAMES PARA TRANSITO LTDA"
"IZABELA DE SOUSA MARTINS","MS ENGENHARIA PROJETOS E CONSULTORIA EIRELI"
"FRANCISCA BLENA DA SILVA","RAYNA ELOY DA SILVA 61183715390"
"JOSE AIRTON JOSINO","NEW YORK COMERCIO DE PRODUTOS OPTICOS LTDA"
"BRENA TALITA DE SOUZA GOMES","P R COMERCIAL LTDA"
"JACINTA MARIA DE MORAIS SILVA","PALACIO COMERCIAL DE DERIVADOS DE PETROLEO LTDA."
"SEBASTIÃO PEREIRA MARQUES","PONTUAL COMERCIO DE MARMORES E GRANITOS EIRELI"
"AFONSO GONÇALVES DE CASTRO","PTK COMERCIO DE BRINQUEDOS E PAPELARIA LTDA"
"STAEL BERNARDO UCHOA DE SOUZA","SAGE COSMETICOS MA LTDA"
"JOSE MESSIAS PEREIRA DE OLIVEIRA","SANTA CLARA TRANSPORTES E CIMENTO"
"REBECA FONTES GREGORIO","SAO LUCAS HOME CARE LTDA"
"ADELIA CRISTINA DE SOUSA FERREIRA","SERIAL INDUSTRIA E COMERCIO DE ELEVADORES LTDA"
"MARLEIDE DA ROCHA MARTINS","SHARK CONFECCOES E COMERCIO LTDA"
"MARCOS SILVA DOS ANJOS","TALYNE FERREIRA TARGINO ME"
"IANNA CANITO OLIVEIRA","TARGET AUTOS COMERCIO E LOCAÇÃO DE VEICULOS LTDA"
"NAYANE CRISTINA SILVA RODRIGUES","COTRAMI COOPERATIVA DE TRANSPORTE COMPLEMENTAR INTERMUNICIPAL DE PASSAGEIROS DE ITAITINGA"
"LUCIENE FURTUNATO DE LIMA FERREIRA","VITORIA TEIXEIRA DE OLIVEIRA"
"ANDRIELE PINTO DE AMORIM","YAH TELECOMUNICACOES LTDA"
"ROSILDA DE SOUSA FERREIRA","ZEFLEX INDUSTRIA DE COLCHOES LTDA"
"THIAGO OLIVEIRA SILVA","AKSM INDUSTRIA E COMERCIO DE CONFECCOES LTDA"
"CAIO CÉSAR DIAS LIMA","DANIEL FROTA ATIVIDADES MEDICAS LTDA"
"MARLI NASCIMENTO DOS SANTOS ANDREZA","S.R COMERCIO DE ELETRONICOS E ARMARINHOS LTDA"
"ANA PATRICIA FERREIRA DE MELO","KESTRA UNIVERSAL SOLDAS IND. COM. IMP. E EXP. LTDA."
"JOSÉ VALDERI DO NASCIMENTO","LOJAO DAS CLINICAS - COMERCIO DE ARTIGOS MEDICOS DO CARIRI LTDA"
"MARIA JOSE SILVA DOS SANTOS","MADEIRAS VENTURI LTDA"
"RAFAELA CORDEIRO ARAUJO","SEG AUTOMOTIVE COMPONENTS BRAZIL LTDA."
"CRISTIANE NASCIMENTO FERREIRA","EUCIMAR ASSIS SAMPAIO ME"
"ANA MIKAELE DOS SANTOS DA SILVA","F. DARLISON DE SOUZA CAVALCANTE"
"FRANCISCO JUNATHAN DA SILVA","F P XIMENES NETO"
"FRANCISCO TARCISIO LUCENA","FABIANA LUNA S. BATISTA"
"DEUSIMAR DE AZEVEDO CARVALHO MARTINS","FJ VALENTIM JUNIOR CONSULTORIA CONTABIL"
"LEONARDO SANTOS DE SOUSA","FOCO"
"ROSANA CLARA DA MOTA SILVA","FORTALEZA DISTRIBUICAO E LOGISTICA LTDA"
"ANTHONY WILLIAM OLIVEIRA FERNANDES","CIRION TECHNOLOGIES DO BRASIL LTDA"
"BEATRIZ BITTENCOURT DE AZEVEDO SOUSA","J T MATOS MELO EIRELI"
"SILVIA HELENA DE ABREU COSTA","DF COMERCIO DE MAQUINAS E IMPLEMENTOS LTDA"
"RAYANE SOUZA DE OLIVEIRA","KLECIA REGINA DE LIMA FERREIRA - ME"
"HYARLLA SILVA LIMA","L SILVA PEIXOTO COMERCIO DE COMBUSTIVEIS EIRELI"
"MONAKÊNIA GOMES APOLÔNIO","LGO PROJETOS E CONSULTORIA LTDA - M. E."
"MARIA RAFAELA SILVA RODRIGUES","M. DE ARAUJO ALVES LTDA"
"EMANOEL BENTO FERREIRA NETO","M L FERNANDES FARMÁCIA EPP"
"KAIO ALEXANDRE FERREIRA DUARTE","MAGALHAES BEZERRA LTDA ME"
"THALISON ALCÂNTARA DA SILVA","MARIA DE FATIMA A DO NASCIMENTO"
"CLAUDENISE DA SILVA MARQUES","CLECIO S DE CASTRO VEICULOS EIRELI"
"MARIZA FREITAS LIMA ALENCAR","MEDICAR EMERGENCIAS MEDICAS LTDA"
"MARCIO DA SILVA PEREIRA FILHO","MINISTERIO DA SAUDE -"
"NIKAELE GOMES RODRIGUES","M.M LAGE RODRIGUES"
"MARIA ISABELLY DOS SANTOS MAIA","MUNICIPIO DE ARACARIGUAMA"
"MARIA HEIDILANIA TEIXEIRA MENDES","MUNICIPIO DE BRAGANCA"
"ARTUR RODRIGUES LOURENÇO","MUNICIPIO DE CAPAO BONITO"
"JOSE SILVANI DA CONCEICAO","MUNICIPIO DE DIVINOPOLIS"
"FRANCISCO FERREIRA LIMA NETO","MUNICIPIO DE LEME"
"FRANCISCO MARCONIS DE LIMA RODRIGUES","MUNICIPIO DE OURINHOS"
"ELAYNE LOPES DA SILVA GUIMARAES","MUNICIPIO DE PRESIDENTE EPITACIO"
"MAYANA GARCIAS DA SILVA","MUNICIPIO DE SALTO"
"ITALO THIAGO DE VASCONCELOS PEREIRA","MUNICIPIO DE SANTA FE DO SUL"
"JOSE ARNALDO FURTADO MOREIRA","MUNICIPIO DE SERTAOZINHO"
"FRANCISCO WELLINGTON LOPES BATISTA","MUNICIPIO DE TRES CORACOES"
"THAYS HELENA FERREIRA ALEXANDRE","MUNICIPIO DE XINGUARA"
"WELLINGTON CARNEIRO NUNES","NAMBEI INDUSTRIA DE CONDUTORES ELETRICOS LTDA"
"FABIANA DOS SANTOS SOUSA","NATURAL II COMERCIO DE PRODUTOS NATURAIS LTDA"
"PAULO HENRIQUE CARNEIRO BASTOS","NOVAIMPORT COMERCIO E SERVICOS LTDA EPP"
"MARIA JOSE ALVES DE MOURA SOUSA","ONIX DISTRIBUIDORA DE PRODUTOS ELETRICOS LTDA"
"IZABEL MAIA GOMES","ONZ DISTRIBUIÇÃO DE ELETRÔNICOS LTDA ME"
"SAULLO DE MEDEIROS MATOS","OPTICA DOS TRABALHADORES COMERCIO DE ARTIGOS OPTICOS EIRELI"
"LICIA MARIA SANTOS DA SILVEIRA","PASTEIS GUANABARA LTDA ME"
"MANOEL SILVA DOS SANTOS","LOCAR EMPREENDIMENTOS EIRELI"
"ALEXA GREICIANA PEREIRA DUARTE","PEIXOTO COMERCIO INDUSTRIA SERVICOS E TRANSPORTES S/A"
"FLAVIA ELIAS DOS SANTOS","PJ ARY EMPREENDIMENTOS E PARTICIPACOES S.A"
"CLAUDIO ELADIO DA SILVA LIMA","POSITANO IMOVEIS E PARTICIPACOES S/A"
"ANA CAROLINA MAGALHÃES MELO","PRESTIGE BLINDAGEM EM AUTOMOVEIS LTDA"
"MARIA EDIANA BATISTA DE SOUSA","PRISMA TURISMO E EVENTOS LTDA"
"BRUNA OLIVEIRA DE MESQUITA","RC RAMOS COMERCIO LTDA"
"MARIA ROZIANA SALES DE MOURA","RD GESTAO DE ATIVOS LTDA"
"VITORIA CRISTINA LOPES FERREIRA","RESIDENCIAL HELBOR CONDIMÍNIO PARQUE CLUB FORTALEZA 2"
"APARECIDA RAILLY GOMES DE FIGUEREDO","SAVIA M DE S FREIRE SILVA ME"
"ALANA ALMEIDA DOS SANTOS","SKY INDUSTRIA E COMERCIO DE PRODUTOS DESCARTAVEIS LTDA"
"KAREN RICK DANILEVICZ BERTONCELLO","SOBRAL ACO COMERCIAL LTDA"
"WALCLIDES OLIVEIRA MELO FILHO","STUDART E NOROES MILFONT ADVOGADOS ASSOCIADOS S/S"
"IVANILDO JOSÉ DA SILVA JUNIOR","TBM SOLUCOES EMPRESARIAIS"
"GABRIEL DE VASCONCELOS","TAVARES E SILVA INDUSTRIA E COMERCIO DE ALUMINIO FERRAGENS A"
"ELANE ALVES BRAGA","CARIRI PARTIIPAÇÕES LTDA"
"LUIZ FELIPE DE CASTRO E SILVA VIDAL","CARTORIO 2 OFICIO REG. IMOVEIS DA COMARCA DE INDEPENDENCIA"
"AMANDA INGRID CAVALCANTE DE MORAIS","TILIBRA PRODUTOS DE PAPELARIA LTDA"
"JAQUELINE DA CRUZ SOUSA","UMAFLEX"
"AINOA ALVES ARAUJO","WALERIA ALVES DE MENDONCA"
"MARCIO COSTA DE SOUSA","EDENHA M DE A PEREDO LTDA"
"LIDIANE PEREIRA DA SILVA MELO","WTENNIS COM. ELETRONICO DE ART. ESPORT. E ACES. EIRELI"
"ANTONIA DE MARIA BEZERRA MELO","EL2 INDUSTRIA E COMERCIO DE REVESTIMENTOS LTDA"
"PEDRO QUEIROZ DA  SILVA","ENGENHO BAR E RESTAURANTE LTDA"
"JOELSON DOS SANTOS ALMEIDA","EV COMERCIO DE VEICULOS E SERVIÇOS LTDA"
"ANTONIA GERCIANA PEREIRA PINHEIRO","ZEBASTOS COMERCIO DE CARNES LTDA"
"CILENE MARIA RODRIGUES CARNEIRO","FELLIPE HEBERT GOMES DE OLIVEIRA"
"MARIA NARIENE SILVA OLIVEIRA","MAG ACABAMENTOS GRAFICOS LTDA"
"SILVIA MARIA CORDEIRO MESQUITA","MANHATTAN PORTO DAS DUNAS - EMPREENDIMENTO IMOBILIARIO LTDA"
"ANTONIA SILVANY LOPES","FRANCISCO ELENILSON SARAIVA OLIVEIRA JUNIOR 02929039361"
"ALINE BERNARDO MACIEL LIMA","ONDA MIL MODA PRAIA INDUSTRIA E COMERCIO LTDA"
"KATIA DE ARAÚJO ALVES","ONDINAS AGUA PURIFICADA COMERCIO LTDA"
"LUIS DE SOUSA PEREIRA","OESTE FORMAS PARA CONCRETO LTDA"
"LARISSA LUCENA NOVAIS MIRANDA","PAULIANI CAMPOS ROCHA LIMA COMERCIO DE ARTIGOS DE OTICA LTDA"
"ILMA GOMES SILVA RODRIGUES","FREITAS SUPERMERCADO LTDA"
"JEANE ANDRADE SILVA RIBEIRO","FUNDACAO NACIONAL DO INDIO - FUNAI"
"SUIANE DA SILVA LIMA","FUNDO DE PENSÃO MULTINSTIUÍDO POR ASSOCIAÇÕES DO MINISTÉRIO PÚBLICO E DA JUSTIÇA - JUSPREV"
"GABRIELLI TELES DE CARVALHO","POUSADA E LOCADORA UBAJARA LTDA ME"
"MARCOS MATHEUS DA SILVA CASTRO","QUEIROZ BARRETO COMERCIO SERVIÇOS E LOCAÇOES DE VEICULOS LTDA"
"ANTONIO CESAR GUEDES FILHO","JEN CALCADOS LTDA ME"
"PAULO HENRIQUE ANGELO DA SILVA","SHOCKLIGHT COMERCIO, IMPORTACAO E EXPORTACAO DE PARTES DE PECAS AUTOMOTIVAS LTDA"
"ALYNE DA SILVA SOLON","MEKRA LANG DO BRASIL LTDA"
"FRANCISCO THALES DE MELO VIANA FREITAS","CALL EXPRESS TRANSPORTE E LOGÍSTICA LTDA"
"GEOVANE MARTINS DE SOUSA","WE HAVE SOLUCOES DIGITAIS LTDA"
"JESSICA MARA NEVES","SER MAIS CRIATIVO CURSOS E ESTUDOS LTDA"
"ANDRESSA KELLEN BATISTA LIMA","SUELEN DA SILVA LIMA LEITE"
"LUDMYLLA SOUSA BRITO","TRF DIAGNOSTICO LTDA"
"LIVIO MARINHO BORGES FILHO","TUAREG COMERCIAL DE COSMETICOS LTDA EPP"
"CELINA SOUZA VASCONCELOS","ALANA GIRAO DE ALENCAR 94776644304"
"ROBERIA ANDRADE MENESES","VTA MACHADO DE ARRUDA E CIA LTDA"
"GUSTAVO AUGUSTO PEREIRA DIAS","ADVISE PRODUTOS E SERVICOS EM TECNOLOGIA LTDA"
"ANTONIA FRANCISMARA PIMENTA ALBUQUERQUE","ANA CLAUDIA TAVARES RIOS ME"
"COSMA KALIANE LIMAS SILVA","ANTONIA CLAUDIA DA SILVA FELIX"
"MARIA ELIZONETE ALVES MOREIRA","IBIAPINA COMERCIAL DE GAS LTDA- ME"
"GRAZIELA GOMES BEZERRA","IPVC INDUSTRIA DE PAPELAO LTDA"
"SIRINEU BEZERRA DE OLIVEIRA","LARISSA GALVAO & RAMON CRISOSTOMO LTDA"
"AMANDA SILVA GONÇALVES","ARMANI TRANSPORTES E CARGAS LTDA"
"RICARDO FERNANDES DA SILVA","ADAMI S/A MADEIRAS"
"FERNANDO HALYSON LEMOS","ARTHUR SERVICOS ODONTOLOGICOS LTDA"
"SUILKA ROCHA DA COSTA","J MAURICIO JR REPARAÇAO AUTOMOTIVA LTDA"
"FRANCISCO DE ASSIS OLIVEIRA DA SILVA","J S CINE FOTO SOM LTDA ME"
"JAMILCK JUVENIL LISBOA","BRN COMÉRCIO DE CALÇADOS EIRELI - EPP"
"ADRIANA PAIVA DE LIMA","CASA DAS LONAS"
"BRUNO DA SILVA SIMÃO","CASA PARENTE COMERCIO E INDUSTRIA LTDA"
"HERMES RAUL ABRIL BONET","CASAS BANDEIRANTES LTDA"
"WESLLEY BEZERRA NUNES","CENTRAL CIRURGICA COMERCIO, IMPORTACAO E EXPORTACAO LTDA"
"REGILDO CARVALHO DA COSTA","CENTRAL DE FORMACAO DE CONDUTORES QUIVITORIA LTDA"
"INGRID GRAZIELLE DE SOUZA DA SILVA","CENTRO DE FORMACAO DE CONDUTOR AUTO - ESCOLA SEMINARIO LTDA - ME"
"NATALIA GOMES DOS SANTOS","CENTRO DE FORMACAO DE CONDUTORES AUTO ESCOLA ITAREMA LTDA ME"
"FRANCISCO JOSIAS FERREIRA","CENTRO DE FORMACAO DE CONDUTORES AUTO ESCOLA SAO FRANCISCO DE CRUZ LTDA - ME"
"IVANIA KELLY DO NASCIMENTO SILVA","CENTRO DE FORMACAO DE CONDUTORES DE PARAMBU LTDA - ME"
"JEISIANE RAMOS ALVES","CENTRO DE FORMACAO DE CONDUTORES DE VEICULOS CATEGORIA AB MATRIZ EIRELI - ME"
"RAIMUNDA XAVIER DE OLIVEIRA COURA","CENTRO DE FORMACAO DE CONDUTORES DIOGO LTDA"
"DANIEL ALVES FURTADO","CENTRO DE FORMACAO DE CONDUTORES FERREIRA & FONTES LTDA"
"LUCIANO QUEIROZ MARTINS","CENTRO DE FORMACAO DE CONDUTORES GLEYCIANO LTDA"
"HENRIQUE ALEXSANDER FIRMINO","CENTRO DE FORMACAO DE CONDUTORES GLEYCIANO LTDA"
"HIZAFRAN TELES MONTENEGRO JUNIOR","CENTRO DE FORMACAO DE CONDUTORES INHAMUNS LTDA ME"
"ERIVANDA MACIEL MESQUITA","CENTRO DE FORMACAO DE CONDUTORES NOBRE LTDA"
"ANTÔNIO NILTON DE FRANÇA DUARTE","CENTRO DE FORMACAO DE CONDUTORES PINHEIRO LTDA ME"
"VALDIZIA DE OLIVEIRA DOS SANTOS DANTAS","CESAR FILHO CAVALCANTE DE CASTRO"
"JESSE MENDES RODRIGUES","CLIMEDIA CLINICA MEDICA DENTARIA INTEGRADA DE MARACANAU LTDA"
"MATHEUS DE SOUSA SILVA","CONFIDE BRASIL GESTAO DE PROJETOS TURISTICOS E IMOBILIARIOS LTDA"
"RILDO JOSE COSSON MOTA","CONVENÇÃO DAS ASSEMBLEIAS DE DEUS DO ESTADO DO CEARÁ"
"KAMILLY VITORIA MONTE BIBIANO","CRISTINA DE LUCENA FERREIRA - ME"
"SUELI VITORINO DA SILVA","DIJANIR VERAS L LEITAO"
"PEDRO MARTINS DA SILVA FILHO"," DONNA ASTA SEM GLUTEN LTDA"
"AURINETE DE OLIVEIRA MACHADO","DSG ODONTOLOGIA SOCIEDADE SIMPLES LTDA"
"ANA LUCIA DE ARAUJO","DX COMERCIO E DISTRIBUIDORA EIRELI"
"MARIANA SANTOS DE SOUSA","JOACY M. COSTA - ME"
"CAUBI FREITAS DOS SANTOS FILHO","ESSENCIAL AUTOMACAO E COMERCIO LTDA"
"ELENILDA RUFINO DE VASCONCELOS","EUDÁSIO SILVA SOCIEDADE INDIVIDUAL DE ADVOCACIA"
"GERALDO PONTE FIALHO ANDRADE","FAAD & UADI SOLUCOES EMPRESARIAIS LTDA"
"JULIO CIRINO GURGEL","FAN - DISTRIBUIDORA DE PETROLEO LTDA"
"DANIEL SILVA GOMES","FARMACIA DROGA MANO LTDA"
"JOSE GUSTAVO LIMA ROCHA","FISIOSAUDE CLINICA LTDA"
"FELIPE GOMES DA SILVA","HUB HEALTH DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA"
"FRANCISCO EUGENIO MAGALHAES DE ANDRADE","IHS BRASIL CESSAO DE INFRAESTRUTURAS SA"
"RENATA SANTOS DA SILVA","INDUSTRIA DE PAPELAO HORLLE LTDA"
"PAULO GABRIEL LIMA DA ROCHA","J BERNARDINO NETO EPP"
"FRANCISCO TELIS DE ARAUJO","GENSET SOLUTIONS INDUSTRIA, COMERCIO, IMPORTACAO E EXPORTACAO DE GRUPOS MOTO-GERADORES LTDA"
"IZABELLA ALVES DE SOUSA","J R CENTRO DE FORMACAO DE CONDUTORES LTDA ME"
"SUELEN PEREIRA DE PAULA","JOSE CRISTIANO SANTOS DE LIMA EPP"
"LUANA KELLY DE MELLO","JOSE EURIS DE SOUSA"
"GERALDO CUNHA FREITAS","JOSE GERARDO SOUSA NETO"
"ITALO LEVI MOTA RODRIGUES","JOSELENE PEREIRA LIMA 61341991334"
"VANESSA PEREIRA DOS SANTOS","JOYCE E ANDREIA COMERCIO DE MEDICAMENTOS LTDA ME"
"LAFFIT ALVES DA SILVA","JUAZEIRO PARAFUSOS E FERRAGENS LTDA ME"
"JACIRA DE CASTRO RODRIGUES","J2LM SOLUÇÕES INTEGRADAS LTDA"
"HENRIQUE FERNANDES DA ROCHA","KAIANI MALHAS LTDA"
"DIEGO ALVES DA SILVA","L & R BORGES INDUSTRIA, COMERCIO, EXPORTACAO E IMPORTACAO DE ARTIGOS ESPORTIVOS"
"RAMON JAIME MAIA MAGALHAES","LABOR IMPORT COM IMP EXP"
"PEDRO ÍTALO DANTAS MOTA","LATINA PROJETOS CIVIS E ASSOCIADOS LTDA"
"CINARA APARECIDA  DO NASCIMENTO BORGES","MACHADO E MACHADO ADVOCACIA"
"JOÃO VITOR BERNARDO DE CASTRO","MACROPO TRANSPORTES EIRELLI"
"WANDERSON DE ARAÚJO TÁVORA","MAÊVE PRODUTOS HOSPITALARES LTDA"
"HEBERT RUAN MONTEIRO ALVES","MARCIO MONTEIRO MONTEZUMA ME"
"MATHEUS OLIVEIRA SILVA","MEDSONO CLINICA ESPECIALIZADA EM MEDICINA DO SONO LTDA"
"LUCIA MARIA SOARES FERREIRA","MCA ASSESSORIA, IMPORTACAO E COMERCIO LTDA"
"FRANCISCO RICARDO FELIX PINTO","MULT 3 TELECOMUNICACOES LTDA"
"ROMULO SANDRO DA SILVA ALMEIDA","MY COAT COMERCIO DE VESTUARIO LTDA"
"CARMEN FURTADO DE OLIVEIRA","N A DA SILVA - EPP"
"MARIA DE FÁTIMA PEREIRA DE CARVALHO","OTICAS MARINA THALITTA LTDA ME"
