"cidade","estado"
"GUIRICEMA","MINAS GERAIS"
"GURINHATÃ","MINAS GERAIS"
"HELIODORA","MINAS GERAIS"
"IAPU","MINAS GERAIS"
"IBERTIOGA","MINAS GERAIS"
"IBIÁ","MINAS GERAIS"
"IBIAÍ","MINAS GERAIS"
"IBIRACATU","MINAS GERAIS"
"IBIRACI","MINAS GERAIS"
"IBIRITÉ","MINAS GERAIS"
"IBITIÚRA DE MINAS","MINAS GERAIS"
"IBITURUNA","MINAS GERAIS"
"ICARAÍ DE MINAS","MINAS GERAIS"
"IGARAPÉ","MINAS GERAIS"
"IGARATINGA","MINAS GERAIS"
"IGUATAMA","MINAS GERAIS"
"IJACI","MINAS GERAIS"
"ILICÍNEA","MINAS GERAIS"
"IMBÉ DE MINAS","MINAS GERAIS"
"INCONFIDENTES","MINAS GERAIS"
"INDAIABIRA","MINAS GERAIS"
"INDIANÓPOLIS","MINAS GERAIS"
"INGAÍ","MINAS GERAIS"
"INHAPIM","MINAS GERAIS"
"INHAÚMA","MINAS GERAIS"
"INIMUTABA","MINAS GERAIS"
"IPABA","MINAS GERAIS"
"IPANEMA","MINAS GERAIS"
"IPATINGA","MINAS GERAIS"
"IPIAÇU","MINAS GERAIS"
"IPUIÚNA","MINAS GERAIS"
"IRAÍ DE MINAS","MINAS GERAIS"
"ITABIRA","MINAS GERAIS"
"ITABIRINHA","MINAS GERAIS"
"ITABIRITO","MINAS GERAIS"
"ITACAMBIRA","MINAS GERAIS"
"ITACARAMBI","MINAS GERAIS"
"ITAGUARA","MINAS GERAIS"
"ITAIPÉ","MINAS GERAIS"
"ITAJUBÁ","MINAS GERAIS"
"ITAMARANDIBA","MINAS GERAIS"
"ITAMARATI DE MINAS","MINAS GERAIS"
"ITAMBACURI","MINAS GERAIS"
"ITAMBÉ DO MATO DENTRO","MINAS GERAIS"
"ITAMOGI","MINAS GERAIS"
"ITAMONTE","MINAS GERAIS"
"ITANHANDU","MINAS GERAIS"
"ITANHOMI","MINAS GERAIS"
"ITAOBIM","MINAS GERAIS"
"ITAPAGIPE","MINAS GERAIS"
"ITAPECERICA","MINAS GERAIS"
"ITAPEVA","MINAS GERAIS"
"ITATIAIUÇU","MINAS GERAIS"
"ITAÚ DE MINAS","MINAS GERAIS"
"ITAÚNA","MINAS GERAIS"
"ITAVERAVA","MINAS GERAIS"
"ITINGA","MINAS GERAIS"
"ITUETA","MINAS GERAIS"
"ITUIUTABA","MINAS GERAIS"
"ITUMIRIM","MINAS GERAIS"
"ITURAMA","MINAS GERAIS"
"ITUTINGA","MINAS GERAIS"
"JABOTICATUBAS","MINAS GERAIS"
"JACINTO","MINAS GERAIS"
"JACUÍ","MINAS GERAIS"
"JACUTINGA","MINAS GERAIS"
"JAGUARAÇU","MINAS GERAIS"
"JAÍBA","MINAS GERAIS"
"JAMPRUCA","MINAS GERAIS"
"JANAÚBA","MINAS GERAIS"
"JANUÁRIA","MINAS GERAIS"
"JAPARAÍBA","MINAS GERAIS"
"JAPONVAR","MINAS GERAIS"
"JECEABA","MINAS GERAIS"
"JENIPAPO DE MINAS","MINAS GERAIS"
"JEQUERI","MINAS GERAIS"
"JEQUITAÍ","MINAS GERAIS"
"JEQUITIBÁ","MINAS GERAIS"
"JEQUITINHONHA","MINAS GERAIS"
"JESUÂNIA","MINAS GERAIS"
"JOAÍMA","MINAS GERAIS"
"JOANÉSIA","MINAS GERAIS"
"JOÃO MONLEVADE","MINAS GERAIS"
"JOÃO PINHEIRO","MINAS GERAIS"
"JOAQUIM FELÍCIO","MINAS GERAIS"
"JORDÂNIA","MINAS GERAIS"
"JOSÉ GONÇALVES DE MINAS","MINAS GERAIS"
"JOSÉ RAYDAN","MINAS GERAIS"
"JOSENÓPOLIS","MINAS GERAIS"
"JUATUBA","MINAS GERAIS"
"JUIZ DE FORA","MINAS GERAIS"
"JURAMENTO","MINAS GERAIS"
"JURUAIA","MINAS GERAIS"
"JUVENÍLIA","MINAS GERAIS"
"LADAINHA","MINAS GERAIS"
"LAGAMAR","MINAS GERAIS"
"LAGOA DA PRATA","MINAS GERAIS"
"LAGOA DOS PATOS","MINAS GERAIS"
"LAGOA FORMOSA","MINAS GERAIS"
"LAGOA GRANDE","MINAS GERAIS"
"LAGOA SANTA","MINAS GERAIS"
"LAJINHA","MINAS GERAIS"
"LAMBARI","MINAS GERAIS"
"LAMIM","MINAS GERAIS"
"LARANJAL","MINAS GERAIS"
"LASSANCE","MINAS GERAIS"
"LAVRAS","MINAS GERAIS"
"LEANDRO FERREIRA","MINAS GERAIS"
"LEME DO PRADO","MINAS GERAIS"
"LEOPOLDINA","MINAS GERAIS"
"LIBERDADE","MINAS GERAIS"
"LIMA DUARTE","MINAS GERAIS"
"LIMEIRA DO OESTE","MINAS GERAIS"
"LONTRA","MINAS GERAIS"
"LUISBURGO","MINAS GERAIS"
"LUISLÂNDIA","MINAS GERAIS"
"LUMINÁRIAS","MINAS GERAIS"
"LUZ","MINAS GERAIS"
"MACHACALIS","MINAS GERAIS"
"MACHADO","MINAS GERAIS"
"MADRE DE DEUS DE MINAS","MINAS GERAIS"
"MALACACHETA","MINAS GERAIS"
"MAMONAS","MINAS GERAIS"
"MANGA","MINAS GERAIS"
"MANHUAÇU","MINAS GERAIS"
"MANHUMIRIM","MINAS GERAIS"
"MANTENA","MINAS GERAIS"
"MAR DE ESPANHA","MINAS GERAIS"
"MARAVILHAS","MINAS GERAIS"
"MARIA DA FÉ","MINAS GERAIS"
"MARIANA","MINAS GERAIS"
"MARILAC","MINAS GERAIS"
"MÁRIO CAMPOS","MINAS GERAIS"
"MARIPÁ DE MINAS","MINAS GERAIS"
"MARLIÉRIA","MINAS GERAIS"
"MARMELÓPOLIS","MINAS GERAIS"
"MARTINHO CAMPOS","MINAS GERAIS"
"MARTINS SOARES","MINAS GERAIS"
"MATA VERDE","MINAS GERAIS"
"MATERLÂNDIA","MINAS GERAIS"
"MATEUS LEME","MINAS GERAIS"
"MATHIAS LOBATO","MINAS GERAIS"
"MATIAS BARBOSA","MINAS GERAIS"
"MATIAS CARDOSO","MINAS GERAIS"
"MATIPÓ","MINAS GERAIS"
"MATO VERDE","MINAS GERAIS"
"MATOZINHOS","MINAS GERAIS"
"MATUTINA","MINAS GERAIS"
"MEDEIROS","MINAS GERAIS"
"MEDINA","MINAS GERAIS"
"MENDES PIMENTEL","MINAS GERAIS"
"MERCÊS","MINAS GERAIS"
"MESQUITA","MINAS GERAIS"
"MINAS NOVAS","MINAS GERAIS"
"MINDURI","MINAS GERAIS"
"MIRABELA","MINAS GERAIS"
"MIRADOURO","MINAS GERAIS"
"MIRAÍ","MINAS GERAIS"
"MIRAVÂNIA","MINAS GERAIS"
"MOEDA","MINAS GERAIS"
"MOEMA","MINAS GERAIS"
"MONJOLOS","MINAS GERAIS"
"MONSENHOR PAULO","MINAS GERAIS"
"MONTALVÂNIA","MINAS GERAIS"
"MONTE ALEGRE DE MINAS","MINAS GERAIS"
"MONTE AZUL","MINAS GERAIS"
"MONTE BELO","MINAS GERAIS"
"MONTE CARMELO","MINAS GERAIS"
"MONTE FORMOSO","MINAS GERAIS"
"MONTE SANTO DE MINAS","MINAS GERAIS"
"MONTE SIÃO","MINAS GERAIS"
"MONTES CLAROS","MINAS GERAIS"
"MONTEZUMA","MINAS GERAIS"
"MORADA NOVA DE MINAS","MINAS GERAIS"
"MORRO DA GARÇA","MINAS GERAIS"
"MORRO DO PILAR","MINAS GERAIS"
"IGUATU","PARANÁ"
"IMBAÚ","PARANÁ"
"IMBITUVA","PARANÁ"
"INÁCIO MARTINS","PARANÁ"
"INAJÁ","PARANÁ"
"INDIANÓPOLIS","PARANÁ"
"IPIRANGA","PARANÁ"
"IPORÃ","PARANÁ"
"IRACEMA DO OESTE","PARANÁ"
"IRATI","PARANÁ"
"IRETAMA","PARANÁ"
"ITAGUAJÉ","PARANÁ"
"ITAIPULÂNDIA","PARANÁ"
"ITAMBARACÁ","PARANÁ"
"ITAMBÉ","PARANÁ"
"ITAPEJARA D'OESTE","PARANÁ"
"ITAPERUÇU","PARANÁ"
"ITAÚNA DO SUL","PARANÁ"
"IVAÍ","PARANÁ"
"IVAIPORÃ","PARANÁ"
"IVATÉ","PARANÁ"
"IVATUBA","PARANÁ"
"JABOTI","PARANÁ"
"JACAREZINHO","PARANÁ"
"JAGUAPITÃ","PARANÁ"
"JAGUARIAÍVA","PARANÁ"
"JANDAIA DO SUL","PARANÁ"
"JANIÓPOLIS","PARANÁ"
"JAPIRA","PARANÁ"
"JAPURÁ","PARANÁ"
"JARDIM ALEGRE","PARANÁ"
"JARDIM OLINDA","PARANÁ"
"JATAIZINHO","PARANÁ"
"JESUÍTAS","PARANÁ"
"JOAQUIM TÁVORA","PARANÁ"
"JUNDIAÍ DO SUL","PARANÁ"
"JURANDA","PARANÁ"
"JUSSARA","PARANÁ"
"KALORÉ","PARANÁ"
"LAPA","PARANÁ"
"LARANJAL","PARANÁ"
"LARANJEIRAS DO SUL","PARANÁ"
"LEÓPOLIS","PARANÁ"
"LIDIANÓPOLIS","PARANÁ"
"LINDOESTE","PARANÁ"
"LOANDA","PARANÁ"
"LOBATO","PARANÁ"
"LONDRINA","PARANÁ"
"LUIZIANA","PARANÁ"
"LUNARDELLI","PARANÁ"
"LUPIONÓPOLIS","PARANÁ"
"MALLET","PARANÁ"
"MAMBORÊ","PARANÁ"
"MANDAGUAÇU","PARANÁ"
"MANDAGUARI","PARANÁ"
"MANDIRITUBA","PARANÁ"
"MANFRINÓPOLIS","PARANÁ"
"MANGUEIRINHA","PARANÁ"
"MANOEL RIBAS","PARANÁ"
"MARECHAL CÂNDIDO RONDON","PARANÁ"
"MARIA HELENA","PARANÁ"
"MARIALVA","PARANÁ"
"MARILÂNDIA DO SUL","PARANÁ"
"MARILENA","PARANÁ"
"MARILUZ","PARANÁ"
"MARINGÁ","PARANÁ"
"MARIÓPOLIS","PARANÁ"
"MARIPÁ","PARANÁ"
"MARMELEIRO","PARANÁ"
"MARQUINHO","PARANÁ"
"MARUMBI","PARANÁ"
"MATELÂNDIA","PARANÁ"
"MATINHOS","PARANÁ"
"MATO RICO","PARANÁ"
"MAUÁ DA SERRA","PARANÁ"
"MEDIANEIRA","PARANÁ"
"MERCEDES","PARANÁ"
"MIRADOR","PARANÁ"
"MIRASELVA","PARANÁ"
"MISSAL","PARANÁ"
"MOREIRA SALES","PARANÁ"
"MORRETES","PARANÁ"
"MUNHOZ DE MELO","PARANÁ"
"NOSSA SENHORA DAS GRAÇAS","PARANÁ"
"NOVA ALIANÇA DO IVAÍ","PARANÁ"
"NOVA AMÉRICA DA COLINA","PARANÁ"
"NOVA AURORA","PARANÁ"
"NOVA CANTU","PARANÁ"
"NOVA ESPERANÇA","PARANÁ"
"NOVA ESPERANÇA DO SUDOESTE","PARANÁ"
"NOVA FÁTIMA","PARANÁ"
"NOVA LARANJEIRAS","PARANÁ"
"NOVA LONDRINA","PARANÁ"
"NOVA OLÍMPIA","PARANÁ"
"NOVA PRATA DO IGUAÇU","PARANÁ"
"NOVA SANTA BÁRBARA","PARANÁ"
"NOVA SANTA ROSA","PARANÁ"
"NOVA TEBAS","PARANÁ"
"NOVO ITACOLOMI","PARANÁ"
"ORTIGUEIRA","PARANÁ"
"OURIZONA","PARANÁ"
"OURO VERDE DO OESTE","PARANÁ"
"PAIÇANDU","PARANÁ"
"PALMAS","PARANÁ"
"PALMEIRA","PARANÁ"
"PALMITAL","PARANÁ"
"PALOTINA","PARANÁ"
"PARAÍSO DO NORTE","PARANÁ"
"PARANACITY","PARANÁ"
"PARANAGUÁ","PARANÁ"
"PARANAPOEMA","PARANÁ"
"PARANAVAÍ","PARANÁ"
"PATO BRAGADO","PARANÁ"
"PATO BRANCO","PARANÁ"
"PAULA FREITAS","PARANÁ"
"PAULO FRONTIN","PARANÁ"
"PEABIRU","PARANÁ"
"PEROBAL","PARANÁ"
"PÉROLA","PARANÁ"
"PÉROLA D'OESTE","PARANÁ"
"PIÊN","PARANÁ"
"PINHAIS","PARANÁ"
"PINHAL DE SÃO BENTO","PARANÁ"
"PINHALÃO","PARANÁ"
"PINHÃO","PARANÁ"
"PIRAÍ DO SUL","PARANÁ"
"PIRAQUARA","PARANÁ"
"PITANGA","PARANÁ"
"PITANGUEIRAS","PARANÁ"
"PLANALTINA DO PARANÁ","PARANÁ"
"PLANALTO","PARANÁ"
"PONTA GROSSA","PARANÁ"
"PONTAL DO PARANÁ","PARANÁ"
"PORECATU","PARANÁ"
"PORTO AMAZONAS","PARANÁ"
"PORTO BARREIRO","PARANÁ"
"PORTO RICO","PARANÁ"
"PORTO VITÓRIA","PARANÁ"
"PRADO FERREIRA","PARANÁ"
"PRANCHITA","PARANÁ"
"PRESIDENTE CASTELO BRANCO","PARANÁ"
"PRIMEIRO DE MAIO","PARANÁ"
"PRUDENTÓPOLIS","PARANÁ"
"QUARTO CENTENÁRIO","PARANÁ"
"QUATIGUÁ","PARANÁ"
"QUATRO BARRAS","PARANÁ"
"QUATRO PONTES","PARANÁ"
"QUEDAS DO IGUAÇU","PARANÁ"
"QUERÊNCIA DO NORTE","PARANÁ"
"QUINTA DO SOL","PARANÁ"
"QUITANDINHA","PARANÁ"
"RAMILÂNDIA","PARANÁ"
"RANCHO ALEGRE","PARANÁ"
"RANCHO ALEGRE D'OESTE","PARANÁ"
"REALEZA","PARANÁ"
"REBOUÇAS","PARANÁ"
"RENASCENÇA","PARANÁ"
"RESERVA","PARANÁ"
"RESERVA DO IGUAÇU","PARANÁ"
"RIBEIRÃO CLARO","PARANÁ"
"RIBEIRÃO DO PINHAL","PARANÁ"
"RIO AZUL","PARANÁ"
"RIO BOM","PARANÁ"
"RIO BONITO DO IGUAÇU","PARANÁ"
"RIO BRANCO DO IVAÍ","PARANÁ"
"RIO BRANCO DO SUL","PARANÁ"
"RIO NEGRO","PARANÁ"
"ROLÂNDIA","PARANÁ"
"RONCADOR","PARANÁ"
"RONDON","PARANÁ"
"ROSÁRIO DO IVAÍ","PARANÁ"
"SABÁUDIA","PARANÁ"
"SALGADO FILHO","PARANÁ"
"SALTO DO ITARARÉ","PARANÁ"
"SALTO DO LONTRA","PARANÁ"
"SANTA AMÉLIA","PARANÁ"
"SANTA CECÍLIA DO PAVÃO","PARANÁ"
"SANTA CRUZ DE MONTE CASTELO","PARANÁ"
"SANTA FÉ","PARANÁ"
"SANTA HELENA","PARANÁ"
"SANTA INÊS","PARANÁ"
"SANTA ISABEL DO IVAÍ","PARANÁ"
"SANTA IZABEL DO OESTE","PARANÁ"
"SANTA LÚCIA","PARANÁ"
"SANTA MARIA DO OESTE","PARANÁ"
"SANTA MARIANA","PARANÁ"
"SANTA MÔNICA","PARANÁ"
"SANTA TEREZA DO OESTE","PARANÁ"
"SANTA TEREZINHA DE ITAIPU","PARANÁ"
"SANTANA DO ITARARÉ","PARANÁ"
"SANTO ANTÔNIO DA PLATINA","PARANÁ"
"SANTO ANTÔNIO DO CAIUÁ","PARANÁ"
"SANTO ANTÔNIO DO PARAÍSO","PARANÁ"
"SANTO ANTÔNIO DO SUDOESTE","PARANÁ"
"SANTO INÁCIO","PARANÁ"
"SÃO CARLOS DO IVAÍ","PARANÁ"
"SÃO JERÔNIMO DA SERRA","PARANÁ"
"SÃO JOÃO","PARANÁ"
"SÃO JOÃO DO CAIUÁ","PARANÁ"
"SÃO JOÃO DO IVAÍ","PARANÁ"
"SÃO JOÃO DO TRIUNFO","PARANÁ"
"SÃO JORGE DO IVAÍ","PARANÁ"
"SÃO JORGE DO PATROCÍNIO","PARANÁ"
"SÃO JORGE D'OESTE","PARANÁ"
"SÃO JOSÉ DA BOA VISTA","PARANÁ"
"SÃO JOSÉ DAS PALMEIRAS","PARANÁ"
"SÃO JOSÉ DOS PINHAIS","PARANÁ"
"SÃO MANOEL DO PARANÁ","PARANÁ"
"SÃO MATEUS DO SUL","PARANÁ"
"SÃO MIGUEL DO IGUAÇU","PARANÁ"
"SÃO PEDRO DO IGUAÇU","PARANÁ"
"SÃO PEDRO DO IVAÍ","PARANÁ"
"SÃO PEDRO DO PARANÁ","PARANÁ"
"SÃO SEBASTIÃO DA AMOREIRA","PARANÁ"
"SÃO TOMÉ","PARANÁ"
"SAPOPEMA","PARANÁ"
"SARANDI","PARANÁ"
"SAUDADE DO IGUAÇU","PARANÁ"
"SENGÉS","PARANÁ"
"SERRANÓPOLIS DO IGUAÇU","PARANÁ"
"SERTANEJA","PARANÁ"
"SERTANÓPOLIS","PARANÁ"
"SIQUEIRA CAMPOS","PARANÁ"
"SULINA","PARANÁ"
"TAMARANA","PARANÁ"
"TAMBOARA","PARANÁ"
"TAPEJARA","PARANÁ"
"TAPIRA","PARANÁ"
"TEIXEIRA SOARES","PARANÁ"
"TELÊMACO BORBA","PARANÁ"
"TERRA BOA","PARANÁ"
"TERRA RICA","PARANÁ"
"TERRA ROXA","PARANÁ"
"TIBAGI","PARANÁ"
"TIJUCAS DO SUL","PARANÁ"
"TOLEDO","PARANÁ"
"TOMAZINA","PARANÁ"
"TRÊS BARRAS DO PARANÁ","PARANÁ"
"TUNAS DO PARANÁ","PARANÁ"
"TUNEIRAS DO OESTE","PARANÁ"
"TUPÃSSI","PARANÁ"
"TURVO","PARANÁ"
"UBIRATÃ","PARANÁ"
"UMUARAMA","PARANÁ"
"UNIÃO DA VITÓRIA","PARANÁ"
"UNIFLOR","PARANÁ"
"URAÍ","PARANÁ"
"VENTANIA","PARANÁ"
"VERA CRUZ DO OESTE","PARANÁ"
"VERÊ","PARANÁ"
"VIRMOND","PARANÁ"
"VITORINO","PARANÁ"
"WENCESLAU BRAZ","PARANÁ"
"XAMBRÊ","PARANÁ"
"ANGRA DOS REIS","RIO DE JANEIRO"
"APERIBÉ","RIO DE JANEIRO"
"ARARUAMA","RIO DE JANEIRO"
"AREAL","RIO DE JANEIRO"
"ARMAÇÃO DOS BÚZIOS","RIO DE JANEIRO"
"ARRAIAL DO CABO","RIO DE JANEIRO"
"BARRA DO PIRAÍ","RIO DE JANEIRO"
"BARRA MANSA","RIO DE JANEIRO"
"BELFORD ROXO","RIO DE JANEIRO"
"BOM JARDIM","RIO DE JANEIRO"
"BOM JESUS DO ITABAPOANA","RIO DE JANEIRO"
"CABO FRIO","RIO DE JANEIRO"
"CACHOEIRAS DE MACACU","RIO DE JANEIRO"
"CAMBUCI","RIO DE JANEIRO"
"CAMPOS DOS GOYTACAZES","RIO DE JANEIRO"
"CANTAGALO","RIO DE JANEIRO"
"CARAPEBUS","RIO DE JANEIRO"
"CARDOSO MOREIRA","RIO DE JANEIRO"
"CARMO","RIO DE JANEIRO"
"CASIMIRO DE ABREU","RIO DE JANEIRO"
"COMENDADOR LEVY GASPARIAN","RIO DE JANEIRO"
"CONCEIÇÃO DE MACABU","RIO DE JANEIRO"
"CORDEIRO","RIO DE JANEIRO"
"DUAS BARRAS","RIO DE JANEIRO"
"DUQUE DE CAXIAS","RIO DE JANEIRO"
"ENGENHEIRO PAULO DE FRONTIN","RIO DE JANEIRO"
"GUAPIMIRIM","RIO DE JANEIRO"
"IGUABA GRANDE","RIO DE JANEIRO"
"ITABORAÍ","RIO DE JANEIRO"
"ITAGUAÍ","RIO DE JANEIRO"
"ITALVA","RIO DE JANEIRO"
"ITAOCARA","RIO DE JANEIRO"
"ITAPERUNA","RIO DE JANEIRO"
"ITATIAIA","RIO DE JANEIRO"
"JAPERI","RIO DE JANEIRO"
"LAJE DO MURIAÉ","RIO DE JANEIRO"
"MACAÉ","RIO DE JANEIRO"
"MACUCO","RIO DE JANEIRO"
"MAGÉ","RIO DE JANEIRO"
"MANGARATIBA","RIO DE JANEIRO"
"MARICÁ","RIO DE JANEIRO"
"MENDES","RIO DE JANEIRO"
"MESQUITA","RIO DE JANEIRO"
"MIGUEL PEREIRA","RIO DE JANEIRO"
"MIRACEMA","RIO DE JANEIRO"
"NATIVIDADE","RIO DE JANEIRO"
"NILÓPOLIS","RIO DE JANEIRO"
"NITERÓI","RIO DE JANEIRO"
"NOVA FRIBURGO","RIO DE JANEIRO"
"NOVA IGUAÇU","RIO DE JANEIRO"
"PARACAMBI","RIO DE JANEIRO"
"PARAÍBA DO SUL","RIO DE JANEIRO"
"PARATI","RIO DE JANEIRO"
"PATY DO ALFERES","RIO DE JANEIRO"
"PETRÓPOLIS","RIO DE JANEIRO"
"PINHEIRAL","RIO DE JANEIRO"
"PIRAÍ","RIO DE JANEIRO"
"PORCIÚNCULA","RIO DE JANEIRO"
"PORTO REAL","RIO DE JANEIRO"
"QUATIS","RIO DE JANEIRO"
"QUEIMADOS","RIO DE JANEIRO"
"QUISSAMÃ","RIO DE JANEIRO"
"RESENDE","RIO DE JANEIRO"
"RIO BONITO","RIO DE JANEIRO"
"RIO CLARO","RIO DE JANEIRO"
"RIO DAS FLORES","RIO DE JANEIRO"
"RIO DAS OSTRAS","RIO DE JANEIRO"
"RIO DE JANEIRO","RIO DE JANEIRO"
"SANTA MARIA MADALENA","RIO DE JANEIRO"
"SANTO ANTÔNIO DE PÁDUA","RIO DE JANEIRO"
"SÃO FIDÉLIS","RIO DE JANEIRO"
"SÃO FRANCISCO DE ITABAPOANA","RIO DE JANEIRO"
"SÃO GONÇALO","RIO DE JANEIRO"
"SÃO JOÃO DA BARRA","RIO DE JANEIRO"
"SÃO JOÃO DE MERITI","RIO DE JANEIRO"
"SÃO JOSÉ DE UBÁ","RIO DE JANEIRO"
"SÃO JOSÉ DO VALE DO RIO PRETO","RIO DE JANEIRO"
"SÃO PEDRO DA ALDEIA","RIO DE JANEIRO"
"SÃO SEBASTIÃO DO ALTO","RIO DE JANEIRO"
"SAPUCAIA","RIO DE JANEIRO"
"SAQUAREMA","RIO DE JANEIRO"
"SILVA JARDIM","RIO DE JANEIRO"
"SUMIDOURO","RIO DE JANEIRO"
"TANGUÁ","RIO DE JANEIRO"
"TERESÓPOLIS","RIO DE JANEIRO"
"TRAJANO DE MORAIS","RIO DE JANEIRO"
"TRÊS RIOS","RIO DE JANEIRO"
"VALENÇA","RIO DE JANEIRO"
"VARRE-SAI","RIO DE JANEIRO"
"VASSOURAS","RIO DE JANEIRO"
"VOLTA REDONDA","RIO DE JANEIRO"
"ACARI","RIO GRANDE DO NORTE"
"AÇU","RIO GRANDE DO NORTE"
"AFONSO BEZERRA","RIO GRANDE DO NORTE"
"ÁGUA NOVA","RIO GRANDE DO NORTE"
"ALEXANDRIA","RIO GRANDE DO NORTE"
"ALMINO AFONSO","RIO GRANDE DO NORTE"
"ALTO DO RODRIGUES","RIO GRANDE DO NORTE"
"ANGICOS","RIO GRANDE DO NORTE"
"ANTÔNIO MARTINS","RIO GRANDE DO NORTE"
"APODI","RIO GRANDE DO NORTE"
"AREIA BRANCA","RIO GRANDE DO NORTE"
"AREZ","RIO GRANDE DO NORTE"
"BAÍA FORMOSA","RIO GRANDE DO NORTE"
"BARAÚNA","RIO GRANDE DO NORTE"
"BARCELONA","RIO GRANDE DO NORTE"
"BENTO FERNANDES","RIO GRANDE DO NORTE"
"BOA SAÚDE","RIO GRANDE DO NORTE"
"BODÓ","RIO GRANDE DO NORTE"
"BOM JESUS","RIO GRANDE DO NORTE"
"BREJINHO","RIO GRANDE DO NORTE"
"CAIÇARA DO NORTE","RIO GRANDE DO NORTE"
"CAIÇARA DO RIO DO VENTO","RIO GRANDE DO NORTE"
"CAICÓ","RIO GRANDE DO NORTE"
"CAMPO GRANDE","RIO GRANDE DO NORTE"
"CAMPO REDONDO","RIO GRANDE DO NORTE"
"CANGUARETAMA","RIO GRANDE DO NORTE"
"CARAÚBAS","RIO GRANDE DO NORTE"
"CARNAÚBA DOS DANTAS","RIO GRANDE DO NORTE"
"CARNAUBAIS","RIO GRANDE DO NORTE"
"CEARÁ-MIRIM","RIO GRANDE DO NORTE"
"CERRO CORÁ","RIO GRANDE DO NORTE"
"CORONEL EZEQUIEL","RIO GRANDE DO NORTE"
"CORONEL JOÃO PESSOA","RIO GRANDE DO NORTE"
"CRUZETA","RIO GRANDE DO NORTE"
"CURRAIS NOVOS","RIO GRANDE DO NORTE"
"DOUTOR SEVERIANO","RIO GRANDE DO NORTE"
"ENCANTO","RIO GRANDE DO NORTE"
"EQUADOR","RIO GRANDE DO NORTE"
"ESPÍRITO SANTO","RIO GRANDE DO NORTE"
"EXTREMOZ","RIO GRANDE DO NORTE"
"FELIPE GUERRA","RIO GRANDE DO NORTE"
"FERNANDO PEDROZA","RIO GRANDE DO NORTE"
"FLORÂNIA","RIO GRANDE DO NORTE"
"FRANCISCO DANTAS","RIO GRANDE DO NORTE"
"FRUTUOSO GOMES","RIO GRANDE DO NORTE"
"GALINHOS","RIO GRANDE DO NORTE"
"GOIANINHA","RIO GRANDE DO NORTE"
"GOVERNADOR DIX-SEPT ROSADO","RIO GRANDE DO NORTE"
"GROSSOS","RIO GRANDE DO NORTE"
"GUAMARÉ","RIO GRANDE DO NORTE"
"IELMO MARINHO","RIO GRANDE DO NORTE"
"IPANGUAÇU","RIO GRANDE DO NORTE"
"IPUEIRA","RIO GRANDE DO NORTE"
"ITAJÁ","RIO GRANDE DO NORTE"
"ITAÚ","RIO GRANDE DO NORTE"
"JAÇANÃ","RIO GRANDE DO NORTE"
"JANDAÍRA","RIO GRANDE DO NORTE"
"JANDUÍS","RIO GRANDE DO NORTE"
"JAPI","RIO GRANDE DO NORTE"
"JARDIM DE ANGICOS","RIO GRANDE DO NORTE"
"JARDIM DE PIRANHAS","RIO GRANDE DO NORTE"
"JARDIM DO SERIDÓ","RIO GRANDE DO NORTE"
"JOÃO CÂMARA","RIO GRANDE DO NORTE"
"JOÃO DIAS","RIO GRANDE DO NORTE"
"JOSÉ DA PENHA","RIO GRANDE DO NORTE"
"JUCURUTU","RIO GRANDE DO NORTE"
"JUNDIÁ","RIO GRANDE DO NORTE"
"LAGOA D'ANTA","RIO GRANDE DO NORTE"
"LAGOA DE PEDRAS","RIO GRANDE DO NORTE"
"LAGOA DE VELHOS","RIO GRANDE DO NORTE"
"LAGOA NOVA","RIO GRANDE DO NORTE"
"LAGOA SALGADA","RIO GRANDE DO NORTE"
"LAJES","RIO GRANDE DO NORTE"
"LAJES PINTADAS","RIO GRANDE DO NORTE"
"LUCRÉCIA","RIO GRANDE DO NORTE"
"LUÍS GOMES","RIO GRANDE DO NORTE"
"MACAÍBA","RIO GRANDE DO NORTE"
"MACAU","RIO GRANDE DO NORTE"
"MAJOR SALES","RIO GRANDE DO NORTE"
"MARCELINO VIEIRA","RIO GRANDE DO NORTE"
"MARTINS","RIO GRANDE DO NORTE"
"MAXARANGUAPE","RIO GRANDE DO NORTE"
"MESSIAS TARGINO","RIO GRANDE DO NORTE"
"MONTANHAS","RIO GRANDE DO NORTE"
"MONTE ALEGRE","RIO GRANDE DO NORTE"
"MONTE DAS GAMELEIRAS","RIO GRANDE DO NORTE"
"MOSSORÓ","RIO GRANDE DO NORTE"
"NATAL","RIO GRANDE DO NORTE"
"NÍSIA FLORESTA","RIO GRANDE DO NORTE"
"NOVA CRUZ","RIO GRANDE DO NORTE"
"OLHO-D'ÁGUA DO BORGES","RIO GRANDE DO NORTE"
"OURO BRANCO","RIO GRANDE DO NORTE"
"PARANÁ","RIO GRANDE DO NORTE"
"PARAÚ","RIO GRANDE DO NORTE"
"PARAZINHO","RIO GRANDE DO NORTE"
"PARELHAS","RIO GRANDE DO NORTE"
"PARNAMIRIM","RIO GRANDE DO NORTE"
"PASSA E FICA","RIO GRANDE DO NORTE"
"PASSAGEM","RIO GRANDE DO NORTE"
"PATU","RIO GRANDE DO NORTE"
"PAU DOS FERROS","RIO GRANDE DO NORTE"
"PEDRA GRANDE","RIO GRANDE DO NORTE"
"PEDRA PRETA","RIO GRANDE DO NORTE"
